Operation Name,origin_id
CAFÉ VENTURA,668.0
CAFÉ VICTORIA Y/O MOISES DURST,85.0
"Cafe Virtuoso, LLC",360.0
Cafebras Comercio De Cafes Do Brazil S/A,649.0
"CAFECO, S.A.",98.0
Cafeeira De Armazéns Gerais,525.0
CafeMa International SA,176.0
CAFENOR PERU S.A.C,428.0
CAFÉS DE ESPECIALIDAD DE CHIAPAS SAPI DE CV,339.0
Cafés Especiales Corquín S.A De C.V (CAFÉSCOR),1313.0
Cafés Especiales Corquín S.A De C.V (CAFÉSCOR),656.0
Cafés Especiales Corquín S.A De C.V (CAFÉSCOR),887.0
Cafés Especiales Corquín S.A De C.V.(Grupo CEN),1250.0
Cafés Especiales Corquín S.A De C.V.(Grupo CEN),1494.0
Cafés Especiales De México S.C. II,313.0
"Cafés Especiales Erapuca S.A DE C.V. 
CAFESER",1790.0
Cafés Especiales Mercedes Ocotepeque S.A De C.V.,388.0
"Cafes Especializados Y Sustentables Del Sureste, S.A. De C.V.",1118.0
Cafés Finos Corquin S.A,1674.0
Cafés Finos Corquin S.A,1537.0
Cafés Finos Corquin S.A,1378.0
Cafes Finos De Exportacion Hawit Caffex,1632.0
Cafés Finos De Exportación R.De.R.L,1807.0
Cafés Finos De Exportación R.De.R.L,123.0
Cafés Finos De Exportación R.De.R.L,804.0
Cafes Sustentables De Mexico S. De R.L. De C.V.,1602.0
"CAFES Y SEMILLAS DE MEXICO, S.A. DE C.V.",528.0
"Cafetal El Equimite, Rancho Agroecológico, SPR DE RL.",571.0
"CAFETAL SINAI, Diego Manuel Woolrich Ramírez",249.0
Cafetalera Amazónica SAC,1208.0
Cafetalera Amazónica SAC,1460.0
Cafetalera Amazónica SAC,1126.0
Cafetalera Castellon S.A.,1723.0
Cafetalera Castellón S.A.,1664.0
Cafetalera Castellón S.A.,102.0
CAFETALEROS DE HONDURAS S DE RL DE CV,1460.0
Cafetaleros de la Biodiversidad de Chiapas SC,499.0
Cafeteros Origen Colombiano,910.0
CAFETICULTORES ORGANICOS DE OAXACA SC DE RL DE CV,255.0
Cafeticultores Orgánicos De Oaxaca SC De RL De CV,1758.0
CAFETICULTORES UNIDOS DE TENANGUITO SC De RL De CV,902.0
Cafeto Coffee Company LLC,1385.0
CAFEZAM S.A.S.,251.0
"Caffe Appassionato, Inc.",745.0
Caffe D`Arte LLC,1523.0
Caffe Ibis Inc. Coffee Roasting Company,904.0
Caffe Marco,123.0
"Caffe Umbria, Inc",1017.0
"Caffe Vita Coffee Roasting, Inc.",308.0
"Caffe Vita Coffee Roasting, Inc.",309.0
"Caffe Vita Coffee Roasting, Inc.",220.0
Caffeination Corporation Dba Columbia River Coffee Roaster,157.0
Caficultores Alto Cajamarca,554.0
Cafinco S.A. De C.V.,1389.0
"CAFIVER, S.A. De C.V.",1651.0
Caja Rural De Ahorro Y Crédito Sendero De Luz,582.0
Cajamarca Coffee Export SAC,1398.0
California Natural Products,1095.0
"California Special Foods, LLC",1101.0
"Camano Island Coffee Roasters, LLC",1666.0
Cameron's Coffee & Distribution Company,615.0
Campesinos Ecológicos De La Sierra Madre De Chiapas S.C,494.0
Candlewood Food and Beverage LLC,1383.0
Cantarella Bros Pty Ltd,209.0
"Cape Coral Coffee Roasters LLC, Dba Java D'oro",1804.0
Capital City Roasters,97.0
CAPITOL TRADING COMPANY,693.0
"CAPMAX TRADING Co., Ltd.",1587.0
"Capricorn Coffees, Inc.",480.0
CAPRIDESA,1169.0
Caravela Colombia S.A.S.,130.0
CARAVELA GUATEMALA S.A.,1666.0
CARAVELA PERU SAC,1703.0
CARCAFE LTDA.,628.0
Cardiff Coffee Trading,1481.0
Caribbean Natural Products,835.0
Carmel Valley Coffee Roasting Co.,60.0
Caruso's Coffee,182.0
"Casa Común, F.C de R.L.",448.0
CASA RUIZ,207.0
CASA RUIZ SA.,251.0
"Cascade Coffee, Inc.",663.0
Cascade Estate Coffees Co.,924.0
"Cascata Packaging, LLC",440.0
CASFA A.C/Finca Nueva Alicia Mam S.C,253.0
CBL Natural Foods (Pvt) Ltd.,158.0
CECA S.A,1750.0
CENTRAL AMERICAN COMMODITIES AGROBURSATIL S.A,1112.0
Central American Commodities Trading SA,247.0
"Central Asociados Productores De Café ""CENAPROC""",426.0
Central De Asociaciones De Cafetaleros Y Agroforestales,771.0
Central De Cafetaleros Del Nor Oriente,925.0
Central De Cafetaleros Del Nor Oriente (CECANOR),1360.0
"Central De Coop. De Servicios Multiples PRODECOOP, R.L.",1535.0
Central De Cooperativas Agrarias Cafetaleras COCLA Ltda. Nº 281,507.0
CENTRAL DE COOPERATIVAS AGRARIAS CAFETALERAS DE LOS VALLES DE SANDIA - CECOVASA,498.0
"Central De Cooperativas Agropecuarias 
De Caranavi Ltda",404.0
Central De Cooperativas Cafetaleras Del Norte CECOCAFEN R.L.,606.0
Central De Cooperativas Cafetaleras Del Norte CECOCAFEN R.L.,1180.0
Central De Cooperativas Cafetaleras Del Norte CECOCAFEN R.L.,1721.0
Central De Cooperativas De Servicios Múltiples “Aroma Del Café R.L. ” CECOSEMAC R. L.,1604.0
Central De Cooperativas De Servicios Múltiples “Aroma Del Café R.L. ” CECOSEMAC R. L.,758.0
"Central De Cooperativas Multisectoriales Mujeres Rurales Feministas Ecologicas, R.L.,
Las Diosas, R.L.",130.0
"Central De Cooperativas Multisectoriales Mujeres Rurales Feministas Ecologicas, R.L.,
Las Diosas, R.L.",459.0
"Central De Cooperativas Multisectoriales Mujeres Rurales Feministas Ecologicas, R.L.,
Las Diosas, R.L.",972.0
Central De Organizaciones Productoras De Café Y Cacao,841.0
Central de Organizaciones Productoras de Café y Cacao del Perú,1320.0
Central De Productores Agrarios El Oso De Anteojos De La Cuenca Del Chinchipe,101.0
Central De Productores Cafetaleros De Los Valles,492.0
Central De Productores YANESHAS (CEPRO YANESHA),1496.0
Central Unitaria De Asociaciones Agrarias De Villa Rica - CUNAVIR,1467.0
Centro Agroecológico San Francisco De Asís S.A. CASFA,953.0
Centro De Agroecológica San Francisco De Asís A.C. (Programa Café),236.0
"Centro De Especialidades Agrícolas De Café, S.A",1664.0
"Centro De Especialidades Agrícolas De Café, S.A",1767.0
"Centrome, Inc.",229.0
CEREALSTAR EOOD (LTD),332.0
Cerro Grande Corp.,1717.0
CERRO LACANDON GRUPO DE TRABAJO ATITLAN CHOCHAJAU,230.0
CERRO LACANDON S.A. SUIZA BARRANCA,291.0
CERRO LANCANDON CHOCHAJAU,505.0
Chacra Ddago Group,34.0
Chagrin Valley Soap & Salve,1695.0
Chameleon Cold Brew LLC,556.0
"Charles Jacquin Et Cie., Inc",632.0
"Charleston Coffee Roasters, Inc.",1356.0
CHC Ltd. DBA Custom House Coffee,1619.0
"Chef'd, Inc",863.0
Cherecher Oda Bultum Farmers Cooperative Union,696.0
"Cherrybean Coffee Company, LLC",767.0
Chesapeake Bay Roasting Co.,1682.0
Chieti Coffee Dba Chieti,970.0
"Chris' Coffee Service, Inc.",1572.0
Christopher C. Calkins Inc.,1221.0
"CIA. DE PLANTACIONES DE HAMBURGO, S.A.DE C.V.",1153.0
Cincinnati Company S.A.S.,1123.0
Citrus Systems Inc.,314.0
"City Bean, Inc.",1382.0
City Roasting/Dba Colter Coffee Roasting,1272.0
"CJGO Fulfillment, LLC",1399.0
Claudio Carneiro Pinto (Sitio Grota Sao Pedro),1552.0
Clean Foods Inc.,1477.0
Cleveland Organics Confections,392.0
"Clif Bar Family Winery & Farm, LLC Dba Clif Family Farm",1728.0
"Cloud Forest Coffee, LLC",188.0
CLR Roasters LLC,1145.0
CLR Roasters LLC,1798.0
CMS TANZANIA LTD./ HOPE PROJECT,1224.0
COAGRO PANGOA,888.0
"Coastal Coffee Roasters, Inc.",1202.0
Coastal Peaks Coffee,793.0
"Coastline Partners, Inc. Dba Old Town Coffee & Chocolates",994.0
Cobia Global Commerce S.A.S.,1807.0
Cocam - Cia De Cafe Soluvel E Derivados,927.0
"Cocojojo LLC Dba Cocojojo, Temple Of Organic, Dr. Joe Lab, Organic Pure Oil Inc., OPO.",1812.0
Coda Coffee Company,92.0
"COEX Coffee International, Inc.",1227.0
COEX EXPORTADORA HONDURAS S.A. de C.V.,1792.0
COFCO COLOMBIA SAS,68.0
"Coffee Associates, Inc.",1515.0
Coffee Bean International,1551.0
"Coffee Beanery Co.,Ltd.",1557.0
Coffee Blenders,1207.0
"COFFEE BOSS, LLC",777.0
Coffee Connections Limited,1518.0
Coffee Connections Limited - SL1,486.0
Coffee Connections Limited - SL2,1738.0
Coffee Cooperative Union Limited,746.0
Coffee Cooperative Union Limited,1516.0
Coffee Critic Inc. Dba Black Oak Coffee Roasters,1429.0
"Coffee Depot, LLC",1271.0
Coffee Exchange LLC dba Nitro Beverage Co.,392.0
Coffee Express Company,1474.0
COFFEE LAND VILLA RICA SAC,797.0
COFFEE LAND VILLA RICA SAC,1396.0
COFFEE ORIGEN,1390.0
Coffee Planet Corporation S.A,67.0
Coffee Planet Corporation S.A,1591.0
Coffee processing and ware House Enterprise(CPWE),1203.0
Coffee Processing And Warehouse Enterprise,557.0
"COFFEE REDEFINED, LLC",15.0
COFFEE RESERVE BRANDS LLC,1614.0
COFFEE ROASTERS OF ARIZONA INC,1433.0
Coffee Systems NW LLC,501.0
COFFEE TRADERS INC.,29.0
"Coffee Works, LLC",1615.0
COFFEECACAO S.A.S.,1776.0
"COFFEES OF THE WORLD, INC.",1338.0
Coffee-Tea-Etc. LLC,1491.0
Coffy Handels-Gesellschaft Bremen Mbh,1422.0
COINCA SAC,187.0
Cold Brew Ventures LLC,425.0
"Colectivo Coffee Roasters, Inc.",72.0
"Colorado River Coffee Roasters, LLC Dba CRCR",1283.0
Combined Technologies Inc.,897.0
Comercial Exportadora De Café San Vicente S De R.L,879.0
Comercial Exportadora De Café San Vicente S De R.L,1400.0
"COMERCIAL INTERNACIONAL DE GRANOS DE HONDURAS, CIGRAH",1419.0
COMERCIALIZADORA DE ALIMENTOS Y BEBIDAS ORGANICAS BIO STRICTO S.P.R DE R.L,268.0
Comercializadora De Café García,812.0
Comercializadora El Grano S.A.,1656.0
Comercializadora Oaxaqueña De Todos Los Cafés S.A. De C.V.,315.0
COMERCIALIZADORA OAXAQUEÑA DE TODOS LOS CAFES S.A. DE CV,594.0
COMERCIO & CIA S.A.,48.0
Comercio Alternativo De Productos No Tradicionales Y Desarrollo En Latinoamerica Y Peru - Candela Perú,789.0
Comexim Ltda.,895.0
Comfort Foods Inc.,1130.0
Comon Yaj Noptic. S. De S. S.,248.0
Companhia Cacique De Cafe Soluvel,1328.0
Compañía Administradora Y Inversora Pacifico Sur S.A.C,1031.0
COMPAÑIA CAFETALERA DEL CENTRO S.A.C.,1330.0
Compañía Cafetera La Meseta S.A.,942.0
Compañía Colombiana Agroindustrial S.A.S,306.0
COMPAÑIA DE GRANOS CANIARI S.A.C.,634.0
Compañía Hondureña De Mercadeo Agricola S.A. De C.V (COHMASA),595.0
Compañía Hondureña De Mercadeo Agricola S.A. De C.V (COHMASA),968.0
Compañía Hondureña De Mercadeo Agricola S.A. De C.V (COHMASA),36.0
Compañia Hondureña Del Cafe S.A. De C.V.,1629.0
Compañia Hondureña Del Cafe S.A. De C.V.,1057.0
Compañia Hondureña Del Cafe S.A. De C.V.,624.0
"COMPAÑÍA HONDUREÑA DEL CAFÉ, CO. HONDUCAFE",722.0
Compañía Internacional del Café Sociedad Anónima Cerrada COINCA,365.0
Comuneros Ayuuk Por La Agricultura Sostenible S.P.R. De R.L.,949.0
"COMUNIDADES DE BOSQUES MESOFILOS CBM, SC. DE RL DE CV.",1488.0
"Comunidades Indígenas De La Región De Simojovel De Allende, S.S.S.CIRSA",1634.0
CONAPROMEX S.A. DE C.V. GRUPO SILTEPEC,1113.0
CONAPROMEX S.A. de C.V. Grupo Tenejapa,1750.0
"CONAPROMEX, S.A. DE C.V. GRUPO BELLA VISTA",1343.0
Confederación Nacional de Productores Mexicanos CONAPROMEX S.A de C.V / GRUPO OAXACA,1224.0
Confederacion Nacional De Productores Mexicanos SA De CV,1485.0
Consorcio Huasi Alto Andino S.A.C,917.0
Constructiva & Asociados SA,957.0
"Continental Terminals, Inc.",1043.0
"Continental Terminals, Inc.",654.0
"Continental Texas, Inc.",1369.0
Coocafe Santo Domingo,1465.0
Cool River Coffee,1484.0
COOMULFAC,1053.0
"Coop De Prod Y Trabajos Asociados Y Serv Productores Org, Tradicionales Y Export De Nicaragua R.L,",1502.0
Coop. Agrícola Cafetalera De,626.0
COOPAC LTD,830.0
COOPADE/COOP-CA,960.0
Cooperación Agraria Peruana – COOPAGRO PERÚ,1254.0
Cooperativa Agraria - APROECO,975.0
Cooperativa Agraria & Servicios Múltiples Del Oriente - PERÚ COFFEE,159.0
Cooperativa Agraria Antaro Mareriaki-Perú,1518.0
Cooperativa Agraria Cafetalera “CASIL” Ltda,994.0
Cooperativa Agraria Cafetalera “El Quinacho,1460.0
Cooperativa Agraria Cafetalera “La Prosperidad De Chirinos” Ltda.,1354.0
Cooperativa Agraria Cafetalera Alto Mayo,932.0
Cooperativa Agraria Cafetalera Alto Mayo,622.0
Cooperativa Agraría Cafetalera APROCANORSI LTDA Jr.,937.0
Cooperativa Agraria Cafetalera Bagua Grande Ltda.,406.0
Cooperativa Agraria Cafetalera CAC- ACPC Pichanaki,576.0
COOPERATIVA AGRARIA CAFETALERA CAMPO CAFÉ,1061.0
Cooperativa Agraria Cafetalera CCOCHAPAMPA LTDA.,261.0
Cooperativa Agraria Cafetalera CEBICAFEN LTDA.,1625.0
Cooperativa Agraria Cafetalera Divisoria LTDA,1223.0
COOPERATIVA AGRARIA CAFETALERA DIVISORIA LTDA,650.0
COOPERATIVA AGRARIA CAFETALERA DIVISORIA LTDA.,218.0
"Cooperativa Agraria Cafetalera Ecológica Sostenible KUSCAP Pichanaki - Chanchamayo ""CACE - KUSCAP - Pichanaki""",1462.0
Cooperativa Agraria Cafetalera Huadquiña,140.0
COOPERATIVA AGRARIA CAFETALERA INDUSTRIAL SATINAKI,330.0
Cooperativa Agraria Cafetalera Jose Olaya Ltda Nº 252,156.0
COOPERATIVA AGRARIA CAFETALERA LA FLORIDA,1477.0
Cooperativa Agraria Cafetalera La Florida,1308.0
COOPERATIVA AGRARIA CAFETALERA LAGUNA DE LOS CONDORES,1158.0
Cooperativa Agraria Cafetalera Los Chankas,1557.0
Cooperativa Agraria Cafetalera Maranura Ltda. Nº 129,1754.0
COOPERATIVA AGRARIA CAFETALERA OCUMAL,289.0
"Cooperativa Agraria Cafetalera Origen Perú ""CAC Origen Perú""",1551.0
Cooperativa Agraria Cafetalera Pangoa Ltda,1741.0
Cooperativa Agraria Cafetalera Perene,21.0
Cooperativa Agraria Cafetalera Productora Comercial Exportadora Cafe Andes Amazonicos Ltda. PROCECAM Ltda,1643.0
Cooperativa Agraria Cafetalera Río Tambo Ltda,355.0
COOPERATIVA AGRARIA CAFETALERA SAN FERNANDO LTDA,835.0
COOPERATIVA AGRARIA CAFETALERA SAN JUAN DEL ORO Ltda.,1471.0
Cooperativa Agraria Cafetalera San Miguel Ltda.,300.0
Cooperativa Agraria Cafetalera Satipo Ltda.,1151.0
Cooperativa Agraria Cafetalera Shankivironi,263.0
Cooperativa Agraria Cafetalera Shunté Ltda,913.0
Cooperativa Agraria Cafetalera Sostenible Valle Ubiriki,1307.0
"Cooperativa Agraria Cafetalera Union Y Fe La Coipa ""COOACAUNFE""",914.0
Cooperativa Agraria Cafetalera Valle De Incahuasi,1725.0
Cooperativa Agraria Cafetalera Valle Río Apurimac Ltda. – CACVRA,202.0
COOPERATIVA AGRARIA CAFETALERA Y DE SERVICIOS ORO VERDE LTDA GP - 01,755.0
Cooperativa Agraria Cafetalera Y De Servicios Oro Verde LTDA.,1025.0
Cooperativa Agraria Cfetalera Ecologica Alto Palomar,560.0
COOPERATIVA AGRARIA COYENTIMARI LTDA.,209.0
Cooperativa Agraria De Frutos Ecológicos Sanchirio Palomar “CAFESP”,66.0
Cooperativa Agraria De Productores Ecológicos De San Ignacio “APESI”,1106.0
Cooperativa Agraria De Productores Ecológicos De San Ignacio “APESI”,1230.0
COOPERATIVA AGRARIA DE PRODUCTORES SOSTENIBLES SELVA CENTRAL,823.0
COOPERATIVA AGRARIA DE SERVICIOS CAFÉ HEMALU DE LOS BOSQUES DEL INKA - COOPCHEBI,1025.0
COOPERATIVA AGRARIA DE SERVICIOS MULTIPLES CAFÉ DONCEL,704.0
Cooperativa Agraria De Servicios Múltiples El Diamante LTDA,1152.0
"Cooperativa Agraria De Servicios Múltiples El Milagro ""CASM EL MILAGRO""",768.0
Cooperativa Agraria De Servicios Múltiples Para El Progreso E Integración De Cafetaleros,481.0
Cooperativa Agraria De Servicios Múltiples Para El Progreso E Integración De Cafetaleros,1220.0
COOPERATIVA AGRARIA DE SERVICIOS MULTIPLES SELVA ANDINA,365.0
Cooperativa Agraria De Servicos Multiples Integracion De Cafetaleros - INPROCAFE,1696.0
Cooperativa Agraria De Servicos Multiples Integracion De Cafetaleros - INPROCAFE,995.0
Cooperativa Agraria De Servicos Multiples Integracion De Cafetaleros - INPROCAFE,61.0
COOPERATIVA AGRARIA DEL BAJO BIAVO LTDA,162.0
Cooperativa Agraria Ecológica Cafetalera De Lonya Grande “CECAFE”,405.0
COOPERATIVA AGRARIA ECOLÓGICA Y SOLIDARIA PIURA,1093.0
COOPERATIVA AGRARIA EL GRAN SAPOSOA LTDA,1467.0
Cooperativa Agraria Frontera San Ignacio,440.0
Cooperativa Agraria Frontera San Ignacio Ltda.,695.0
COOPERATIVA AGRARIA INDUSTRIAL NARANJILLO,970.0
Cooperativa Agraria Innovación Cacao Y Café Del VRAEM,639.0
COOPERATIVA AGRARIA MONTAÑA AZUL LTDA – COOPACMA,370.0
COOPERATIVA AGRARIA MONTE AZUL - MONTE AZUL COOP,763.0
"Cooperativa Agraria Norandino LTDA.
(COOP NORANDINO)",672.0
"Cooperativa Agraria Norandino LTDA.
(COOP NORANDINO)",1210.0
"Cooperativa Agraria Norandino LTDA.
(COOP NORANDINO)",1601.0
Cooperativa Agraria Rodríguez De Mendoza,197.0
Cooperativa Agraria Rodríguez De Mendoza,183.0
Cooperativa Agraria Rutas Del Inca,1647.0
Cooperativa Agraria Rutas Del Inca,474.0
Cooperativa Agraria Rutas Del Inca,923.0
COOPERATIVA AGRARIA SANGARENI,1722.0
Cooperativa Agraria Tropical Ecologica De Kimbiri – CATEK,488.0
COOPERATIVA AGRARIA VALLE DEL MARAÑON,1638.0
Cooperativa Agraria Valles De Café,1801.0
"Cooperativa Agraria Y De Servicios Multiples ""Los Angeles Coffee""",1546.0
COOPERATIVA AGRARIA Y DE SERVICIOS MULTIPLES CUMBRES DEL NORTE - COOPACNOR,193.0
COOPERATIVA AGRARIA Y DE SERVICIOS MULTIPLES VALLE TABACONAS - COOPAVAT,972.0
COOPERATIVA AGRARIA Y SERVICIOS MULTIPLES CAFÉ AMOJU,21.0
Cooperativa Agrícola Cafetalera “Villa Oriente Ltda.”,1613.0
Cooperativa Agrícola Cafetalera San Antonio Limitada COAGRICSAL,1193.0
Cooperativa Agrícola Cafetalera San Antonio Limitada COAGRICSAL,559.0
Cooperativa Agricola Cafetalera SAN JUAN Ltda,382.0
Cooperativa Agrícola De Productores Orgánicos De Copan Limitada (COAPROCL),237.0
Cooperativa Agrícola De Productores Orgánicos De Copan Limitada (COAPROCL),615.0
Cooperativa Agrícola De Productores Orgánicos De Copan Limitada (COAPROCL),189.0
Cooperativa Agricola de Servicios Las Brisas del Peñas Blancas R.L. (Las Brisas R.L.),792.0
Cooperativa Agricola De Servicios Varios Chojzunil RL,780.0
Cooperativa Agrícola Integral La Voz,473.0
"Cooperativa Agrícola Integral San Pablo, R.L.",988.0
"COOPERATIVA AGRICOLA UNION Y FUERZA LIMITADA, CAUFUL",720.0
Cooperativa Agrindustrial Mishagro,602.0
Cooperativa Agroecológica Cafetalera Industrial Ambiental Llaylla Ltda. - COOPACI DE LLAYLLA,302.0
Cooperativa Agroecológica Cafetalera Pichanaki,98.0
Cooperativa Agroecológica De Café De Origen Selva Central,1653.0
COOPERATIVA AGROECOLOGICA INDUSTRIAL JUAN SANTOS ATAHUALPA,1547.0
COOPERATIVA AGROECOLOGICO INDUSTRIAL ANTARI RIO TAMBO,1194.0
COOPERATIVA AGROINDUSTRIAL DE JOVENES LTDA,498.0
Cooperativa Agroindustrial De Productores Ecológicos Grano De Oro (CAPEGO),474.0
Cooperativa Agroindustrial Ecológico Cafetalera Sánchez Rosas Pampa Ltda.,1370.0
COOPERATIVA AGROINDUSTRIAL FRUITS PICHANAKI,1428.0
COOPERATIVA AGROINDUSTRIAL KIVINAKI - CAI KIVINAKI,1326.0
COOPERATIVA AGROINDUSTRIAL KIVINAKI -CAI KIVINAKI,1248.0
COOPERATIVA AGROINDUSTRIAL SONOMORO LTDA,939.0
COOPERATIVA AGROINDUSTRIAL VILLA RICA GOLDEN COFFEE LTDA,1479.0
Cooperativa Agroindustrial Villa Rica Golden Coffee LTDA.,43.0
Cooperativa Agroindustrial Y De Servicios C.P Bella - Bajo Monzon LTDA,1366.0
Cooperativa Agroindustrial Y De Servicios Múltiples Valle Kiatari – Pangoa LTDA,446.0
Cooperativa Agroindustrial Y De Servicios Múltiples Valle Kiatari – Pangoa LTDA,1482.0
COOPERATIVA AGROINSDUSTRIAL CAFETALERA SANTA ANA - PERÚ,654.0
"Cooperativa Agropecuaria ""Indígena Lenca"" Limitada (COAINLL)",219.0
Cooperativa Agropecuaria “Unión Chinacla” Limitada (CARUCHIL) (Grupo CRC),152.0
Cooperativa Agropecuaria “Unión Chinacla” Limitada (CARUCHIL) (Grupo CRC),349.0
Cooperativa Agropecuaria Bio Arabica R.L.,673.0
Cooperativa Agropecuaria Brisas Del Pelon Limitada,1109.0
Cooperativa Agropecuaria Brisas Del Pelon Limitada,1125.0
Cooperativa Agropecuaria Brisas Del Pelon Limitada,1061.0
Cooperativa Agropecuaria Cafetalera Ecológica Valle Santa Cruz Rio Tambo Ltda,702.0
Cooperativa Agropecuaria Cafetalera San José Limitada (COCASJOL),559.0
Cooperativa Agropecuaria De Comercialización Corpus Cristhy Illampu Ltda. (COOACI),649.0
Cooperativa Agropecuaria De Credito Y Servicio Regional De Cafetaleros De San Juan Del Rio Coco (CORCASAN – R.L.),1511.0
Cooperativa Agropecuaria E Florestal Do Projeto Reca,902.0
Cooperativa Agropecuaria Emprendedores Del Cafe Limitada (COAEDCAL),1127.0
Cooperativa Agropecuaria Emprendedores Del Cafe Limitada (COAEDCAL),1538.0
COOPERATIVA AGROPECUARIA FUENTE DE BENDICIÓN RL.,1223.0
"Cooperativa Agropecuaria Industrial Unión Cusca Mayo ""CAI CUSCA MAYO""- RIO NEGRO",639.0
Cooperativa Agropecuaria Los Alpes De Condega R.L,481.0
Cooperativa Agropecuaria Mejillones LTDA,99.0
Cooperativa Agropecuaria Mejillones LTDA,304.0
Cooperativa Agropecuaria Mejillones LTDA,216.0
"Cooperativa Agropecuaria Multisectorial Cultivando Con Calidad En San Juan Del Rio Coco, RL",1357.0
Cooperativa Agropecuaria Nuevo Eden Limitada (COARENE),815.0
Cooperativa Agropecuaria Regional Nuevo Eden Limitada (COARENE),276.0
Cooperativa Agropecuaria Regional Santa,1329.0
Cooperativa Agropecuaria Regional Santa,1329.0
Cooperativa Agropecuaria Regional Santa,1205.0
Cooperativa Agropecuaria Regional Unión Chinacla Limitada (CARUCHIL),905.0
Cooperativa Agropecuaria Regional Unión Chinacla Limitada (CARUCHIL),491.0
Cooperativa Agropecuaria Regional Unión Chinacla Limitada (CARUCHIL),682.0
Cooperativa Agropecuaria Regional Union Chinacla Limitada Carruchil,462.0
Cooperativa Agropecuaria Y Comercialización Alto Sajama Ltda.,1293.0
COOPERATIVA AGROVIDA LTDA GRUPO PLANADAS,1266.0
Cooperativa Café Timor,563.0
"Cooperativa Cafetalera ""Cerro Negro"" Limitada (COCACENEL)",802.0
Cooperativa Cafetalera “Ecologica El Rosario Limitada” (COCAEROL),28.0
Cooperativa Cafetalera “Ecologica El Rosario Limitada” (COCAEROL),1362.0
Cooperativa Cafetalera “Ecologica El Rosario Limitada” (COCAEROL),699.0
COOPERATIVA CAFETALERA CAPUCAS LIMITADA,407.0
Cooperativa Cafetalera Capucas Limitada (COCACFAL),1637.0
Cooperativa Cafetalera Capucas Limitada (COCACFAL),162.0
Cooperativa Cafetalera Capucas Limitada (COCACFAL),739.0
Cooperativa Cafetalera Capucas Limitada (COCACFAL)Grupo Capucas Reservas,147.0
Cooperativa Cafetalera Capucas Limitada (COCACFAL)Grupo Capucas Reservas,1768.0
Cooperativa Cafetalera Capucas Limitada “COCACFAL” (Grupo Capucas Nuevo),706.0
Cooperativa Cafetalera Capucas Limitada “COCACFAL” (Grupo Capucas Nuevo),130.0
Cooperativa Cafetalera Ecológica La Labor Ocotepeque Ltda. (COCAFELOL),1110.0
Cooperativa Cafetalera Ecológica La Labor Ocotepeque Ltda. (COCAFELOL),17.0
Cooperativa Cafetalera Ecológica La Labor Ocotepeque Ltda. (COCAFELOL),174.0
Cooperativa Cafetalera Fraternidad Ecologica Limitada. (CAFEL),55.0
Cooperativa Cafetalera Fraternidad Ecologica Limitada. (CAFEL),109.0
Cooperativa Cafetalera Fraternidad Ecologica Limitada. (CAFEL),137.0
Cooperativa Cafetalera Junta De Los Caminos Limitada (COCAJUNCAL),1364.0
Cooperativa Cafetalera Los Limos Limitada (COCALIL),1239.0
Cooperativa Cafetalera Mercedes Ocotepeque Limitada (COCAMOL),1084.0
Cooperativa Cafetalera Mercedes Ocotepeque Limitada (COCAMOL),296.0
Cooperativa Cafetalera Mercedes Ocotepeque Limitada (COCAMOL),1793.0
Cooperativa Cafetalera Nueve Posas Limitada COCANUPOL,501.0
Cooperativa Cafetalera Olancho Limitada,159.0
Cooperativa Cafetalera Olancho Limitada (COCAOL),617.0
Cooperativa Cafetalera Olancho Limitada (COCAOL),1610.0
Cooperativa Cafetalera Reservas Biológicas Santa Teresa Ocotepeque Limitada,1722.0
Cooperativa Cafetalera Reservas Biológicas Santa Teresa Ocotepeque Limitada,1794.0
Cooperativa Cafetalera San Francisco Cones Limitada COCASANCOL,1500.0
Cooperativa Cafetalera San Francisco Cones Limitada COCASANCOL,159.0
Cooperativa Cafetalera San Marqueña Limitada. (COCASAM ),1107.0
Cooperativa Cafetalera San Marqueña Limitada. (COCASAM ),1266.0
Cooperativa Cafetalera San Marqueña Limitada. (COCASAM ),1432.0
Cooperativa Cafetalera Santa Fe Limitada (COCASFEL),1701.0
COOPERATIVA CAFETERA DE LA COSTA LTDA. CAFICOSTA,873.0
Cooperativa Central De Productores Agropecuarios De Amazonas - CEPROAA,1734.0
Cooperativa Central De Productores Agropecuarios De Amazonas - CEPROAA,470.0
COOPERATIVA COPROEXNIC,4.0
COOPERATIVA DE CAFÉ ESPECIALES SIERRA NEVADA,1317.0
Cooperativa De Cafes Especiales Pule Lenca Limitada,789.0
Cooperativa De Cafes Especiales Pule Lenca Limitada,424.0
Cooperativa De Caficultores Del Cauca CAFICAUCA,667.0
Cooperativa de Caficultores del Quindio,196.0
Cooperativa De Caficultores Y Agricultores,90.0
COOPERATIVA DE PRODUCCION AGRICOLA GRUPO DE AVANZADA DE TROILO R.L,1134.0
Cooperativa De Produccion Agropecuaria Carlos Diaz Cajina #1 R.L.,1081.0
Cooperativa De Produccion Agropecuaria Carlos Diaz Cajina #1 R.L.,1221.0
Cooperativa De Produccion Agropecuaria Carlos Diaz Cajina #1 R.L.,1639.0
"Cooperativa De Producción Agropecuaria De Campesinos"" Flor Del Pino"" Limitada",1084.0
"Cooperativa De Producción Agropecuaria De Campesinos"" Flor Del Pino"" Limitada",578.0
