subscription_id,date_subscribed,membership,user_id,level_id
578,2006-08-07 21:07:59,Bronze,2615,2
579,1992-06-27 21:52:44,Silver,932,2
580,2003-07-18 18:53:37,Gold,2002,1
581,2019-05-03 21:24:45,Silver,2241,2
582,1993-01-25 16:02:45,Silver,2989,1
583,1994-06-15 06:19:30,Gold,1201,1
584,1997-01-12 21:19:23,Bronze,4467,1
585,2005-11-20 02:06:18,Gold,771,1
586,1995-02-17 20:34:58,Gold,285,3
587,2003-10-17 21:34:03,Silver,2383,1
588,1995-08-15 07:04:52,Gold,4285,3
589,2006-06-12 13:40:17,Gold,2263,2
590,2009-02-06 09:15:49,Silver,2091,2
591,2017-12-19 04:36:04,Bronze,2276,2
592,2004-01-19 20:48:52,Silver,443,1
593,1991-07-07 22:22:21,Silver,2757,3
594,1991-11-12 16:50:52,Bronze,3379,2
595,2011-05-03 10:02:36,Silver,3612,3
596,2013-10-20 23:56:06,Gold,1756,1
597,1992-08-14 15:00:14,Silver,2429,2
598,2010-05-20 10:16:48,Gold,3089,2
599,1992-07-10 18:12:14,Bronze,1708,2
600,2013-12-21 02:57:24,Silver,2314,3
601,2010-03-18 11:07:38,Bronze,3708,1
602,2017-08-30 00:32:46,Gold,2438,1
603,1993-06-05 08:11:10,Silver,2567,2
604,2001-01-30 23:55:59,Gold,2978,2
605,1996-03-05 21:21:45,Gold,684,1
606,2018-05-09 08:31:09,Gold,4757,2
607,2004-09-09 03:48:23,Silver,4983,1
608,2007-07-09 11:07:00,Bronze,4376,2
609,2003-03-14 14:13:24,Gold,1546,3
610,2016-02-22 04:52:32,Bronze,1978,1
611,2013-04-17 18:59:26,Bronze,3649,2
612,2015-03-13 19:26:05,Bronze,3218,3
613,2003-04-27 13:03:25,Bronze,4192,3
614,2017-09-17 04:57:03,Gold,494,3
615,1990-12-29 18:48:36,Bronze,2440,3
616,1990-10-05 17:05:56,Bronze,3672,2
617,1993-03-02 14:26:10,Silver,2346,3
618,1990-03-02 10:58:54,Bronze,4512,3
619,2003-05-07 09:10:49,Bronze,1556,2
620,1995-09-15 04:05:40,Gold,3069,2
621,2000-02-28 04:09:01,Bronze,2779,2
622,2010-03-23 23:09:05,Gold,1637,2
623,2000-02-16 05:38:22,Silver,1473,1
624,2016-07-01 19:36:32,Silver,804,3
625,2018-03-21 03:48:00,Gold,1229,3
626,1989-11-01 19:58:43,Silver,1333,1
627,2004-03-03 06:45:04,Gold,2032,2
628,2018-06-10 13:52:23,Gold,3730,1
629,1991-01-02 17:23:46,Gold,157,1
630,1992-01-02 16:16:27,Gold,4056,3
631,2002-10-06 02:11:25,Gold,3131,1
632,2008-12-06 13:44:44,Silver,4514,1
633,2018-03-02 02:20:50,Bronze,4516,3
634,2011-09-28 19:19:51,Bronze,1192,2
635,1996-04-18 14:07:06,Silver,1658,2
636,2007-07-17 13:50:41,Bronze,337,1
637,2013-12-26 00:22:14,Silver,4924,1
638,2015-09-04 05:29:26,Bronze,1225,2
639,2010-07-08 05:09:02,Bronze,72,3
640,1995-02-21 15:52:37,Silver,1851,3
641,1996-09-21 10:25:05,Gold,1271,3
642,2014-09-23 05:09:06,Silver,3284,1
643,2014-07-29 02:01:59,Gold,3227,1
644,2010-09-09 02:24:49,Bronze,3405,3
645,1998-09-13 09:27:30,Bronze,4326,1
646,2000-08-23 16:31:41,Bronze,3615,1
647,1995-02-15 21:21:13,Bronze,3796,2
648,1996-05-01 17:33:36,Gold,510,1
649,1991-10-21 21:58:27,Bronze,3524,2
650,2019-02-22 12:26:58,Gold,4239,2
651,2004-04-26 00:10:35,Gold,1056,2
652,1993-06-07 00:48:10,Gold,3566,3
653,2006-05-09 13:39:15,Bronze,164,1
654,2007-08-25 22:00:08,Gold,4454,3
655,2010-05-30 15:11:22,Bronze,693,3
656,1995-05-27 14:18:41,Gold,1805,3
657,2018-12-09 16:13:30,Silver,4168,1
658,2005-04-30 06:35:52,Bronze,1635,2
659,2002-07-07 14:52:54,Silver,1428,2
660,2017-02-16 17:53:04,Silver,2291,1
661,1995-07-21 16:08:08,Gold,1168,2
662,2015-06-20 22:10:29,Silver,1406,3
663,2011-03-22 14:33:39,Bronze,4246,3
664,2002-06-09 09:48:04,Gold,2943,2
665,2000-08-11 00:35:38,Gold,4093,3
666,1995-08-02 06:48:19,Silver,79,2
667,1999-12-12 04:10:53,Bronze,4012,1
668,2010-06-22 07:31:47,Gold,1640,2
669,2016-03-05 06:14:41,Gold,1330,3
670,2002-04-05 13:02:14,Silver,3098,1
671,1995-12-18 22:55:47,Silver,610,3
672,1998-03-13 12:35:54,Bronze,1825,3
673,2016-12-31 23:21:07,Bronze,2049,2
674,2014-09-14 04:33:40,Gold,2798,3
675,2016-05-08 01:51:50,Silver,105,1
676,1998-06-10 02:16:53,Gold,3782,1
677,2000-05-09 04:14:05,Gold,1759,3
678,1994-01-11 13:09:44,Silver,1264,3
679,2013-07-31 14:23:19,Gold,4622,2
680,1996-01-03 07:55:15,Bronze,2969,3
681,1990-01-21 19:17:55,Gold,265,1
682,2016-05-09 23:52:43,Gold,2928,1
683,2000-12-28 18:31:48,Silver,686,3
684,2017-03-08 15:38:04,Gold,1971,1
685,2007-01-13 00:07:44,Gold,3258,3
686,1996-02-03 19:15:56,Silver,3056,3
687,1995-07-10 22:58:17,Silver,3497,3
688,1992-03-25 15:50:52,Bronze,4663,3
689,2015-10-14 17:07:12,Bronze,2506,1
690,2003-07-19 05:35:48,Bronze,2965,1
691,2000-12-25 18:23:30,Bronze,3444,3
692,1999-06-28 02:04:11,Silver,2903,2
693,2008-12-12 06:55:23,Bronze,2538,3
694,1992-02-13 08:25:54,Silver,1117,1
695,2009-11-02 01:26:10,Gold,489,2
696,2008-08-16 09:10:29,Bronze,1076,1
697,2010-06-20 23:43:33,Silver,695,1
698,2010-12-28 09:11:25,Silver,2162,1
699,1993-02-21 02:39:08,Silver,1492,1
700,2017-12-22 19:35:14,Silver,3471,2
701,1994-01-17 22:40:46,Gold,3584,2
702,1997-12-08 06:33:41,Silver,366,3
703,2004-06-02 14:54:52,Silver,781,3
704,2002-05-04 23:09:45,Bronze,3317,1
705,2014-11-19 12:22:04,Bronze,2090,3
706,2018-03-07 04:17:55,Bronze,3829,3
707,2001-09-22 10:03:06,Bronze,110,2
708,1990-12-15 22:36:39,Bronze,2419,1
709,1996-11-17 11:07:38,Gold,1782,2
710,2006-03-09 12:05:45,Bronze,448,1
711,2008-01-11 21:10:55,Silver,4015,1
712,2005-04-26 01:00:07,Silver,3086,3
713,2014-09-16 02:15:18,Bronze,663,2
714,2008-08-24 05:32:15,Silver,3401,2
715,2001-09-29 00:47:09,Gold,552,3
716,1989-10-09 04:50:43,Gold,4226,2
717,2018-06-11 04:43:23,Bronze,3103,3
718,2000-04-02 10:58:01,Bronze,649,2
719,2015-01-30 12:20:52,Gold,3153,1
720,2010-09-04 13:46:18,Silver,3506,3
721,2012-02-23 04:00:14,Gold,1070,2
722,1999-01-18 14:57:18,Bronze,3127,2
723,2018-04-28 15:32:48,Silver,3328,2
724,2000-08-02 01:59:17,Gold,205,3
725,1995-12-11 06:27:22,Bronze,4707,1
726,2003-10-31 03:22:07,Silver,2096,1
727,2004-10-28 13:42:16,Bronze,2442,3
728,1996-02-02 23:08:11,Gold,3007,2
729,1993-07-15 05:40:41,Bronze,2771,2
730,1989-09-04 22:36:08,Silver,4637,1
731,2014-04-20 23:17:16,Gold,2253,3
732,2003-03-24 00:03:36,Silver,4359,3
733,2008-05-19 22:22:27,Bronze,770,3
734,2001-01-17 02:46:20,Gold,3102,2
735,1998-02-04 21:42:40,Bronze,4122,1
736,2000-05-02 02:45:35,Bronze,1960,1
737,2001-08-21 19:12:13,Gold,1823,2
738,2014-10-01 06:27:24,Silver,2124,1
739,2003-04-28 18:22:23,Gold,3282,2
740,2005-09-19 12:52:53,Gold,253,1
741,2011-06-08 23:07:46,Gold,3687,3
742,2000-12-15 15:12:58,Gold,2576,2
743,2007-09-13 07:49:15,Silver,4633,3
744,1998-10-05 13:25:17,Bronze,3237,2
745,1991-04-06 21:43:01,Silver,1324,1
746,2018-06-07 09:05:25,Bronze,574,2
747,1999-03-08 15:47:03,Gold,2752,1
748,1991-11-19 18:53:16,Bronze,2235,1
749,2007-09-05 22:10:10,Silver,3040,3
750,2011-06-08 16:10:00,Gold,2522,1
751,2003-10-26 03:07:12,Silver,1921,1
752,2016-12-03 19:29:20,Silver,4330,3
753,2001-11-23 06:17:59,Bronze,1439,2
754,2006-10-01 13:14:07,Silver,2193,3
755,2014-06-01 00:47:46,Silver,329,2
756,1995-08-21 19:17:59,Bronze,4365,2
757,2016-02-15 01:58:03,Silver,3440,1
758,2014-12-11 20:27:20,Gold,33,2
759,2000-08-12 21:13:09,Gold,3748,3
760,1991-03-10 20:40:16,Bronze,2160,2
761,2009-10-28 08:23:44,Silver,1736,3
762,2008-08-10 11:08:07,Gold,2205,1
763,2005-07-03 20:05:50,Gold,4903,2
764,2011-07-12 15:48:56,Silver,3216,1
765,2009-03-23 05:24:32,Silver,4848,1
766,1994-03-10 14:59:16,Silver,1098,3
767,2007-09-21 16:40:37,Bronze,3589,2
768,1992-04-17 06:45:57,Bronze,4714,3
769,1993-01-09 22:09:09,Bronze,2269,1
770,2002-01-02 05:44:55,Gold,4224,3
771,2010-04-23 17:18:13,Gold,4884,1
772,1994-08-04 22:21:13,Bronze,924,3
773,2008-08-02 20:26:46,Gold,2564,3
774,2007-06-26 03:15:17,Silver,156,3
775,2001-01-26 12:19:47,Gold,125,1
776,2017-07-17 04:22:30,Gold,3386,3
777,2004-12-14 15:28:08,Gold,4559,2
778,1993-04-19 06:52:13,Bronze,4465,1
779,1998-12-27 01:28:51,Gold,3465,3
780,2015-02-16 16:09:51,Bronze,4600,2
781,2004-12-28 07:02:29,Silver,502,1
782,2008-05-17 19:27:17,Gold,563,1
783,1990-11-21 14:45:04,Silver,3737,3
784,2014-10-21 21:12:08,Gold,1778,1
785,2003-08-15 11:59:00,Silver,3414,2
786,1992-05-04 00:11:51,Silver,2166,1
787,1998-05-24 22:37:57,Silver,998,1
788,2015-07-10 06:15:28,Bronze,2250,2
789,2006-03-02 00:54:32,Silver,2035,3
790,1995-04-17 03:12:27,Bronze,3643,3
791,2019-04-14 01:04:09,Silver,4899,2
792,2000-08-20 09:44:25,Bronze,3898,2
793,2013-08-18 03:57:31,Bronze,3394,1
794,1991-05-23 18:24:43,Gold,4247,3
795,1993-04-25 04:22:39,Gold,4640,1
796,1991-08-16 03:06:04,Bronze,3090,3
797,2008-04-23 09:34:55,Silver,1832,2
798,2018-11-15 01:49:09,Silver,1802,1
799,2008-02-23 02:49:04,Silver,1366,2
800,2005-07-17 15:56:19,Silver,1763,1
801,1992-04-30 07:57:50,Gold,3450,3
802,2013-08-20 18:55:36,Bronze,3821,1
803,1994-08-21 05:34:12,Gold,1109,2
804,2019-03-26 04:10:45,Bronze,2277,3
805,1991-10-11 05:31:13,Silver,239,1
806,2013-05-24 17:53:15,Silver,911,1
807,1999-02-25 07:01:57,Bronze,2547,3
808,2014-12-06 12:24:51,Gold,1304,2
809,2008-09-07 08:41:21,Bronze,2882,1
810,2006-08-11 19:51:37,Bronze,1519,2
811,2012-06-11 03:12:27,Gold,3899,3
812,2001-12-05 20:44:03,Bronze,2703,3
813,1997-04-01 07:07:27,Silver,1247,3
814,2015-12-16 06:15:23,Silver,2824,1
815,2000-07-04 23:32:56,Silver,1976,3
816,2015-05-19 07:49:19,Gold,694,1
817,2002-01-04 18:04:29,Gold,3813,2
818,2007-06-01 13:02:16,Silver,718,3
819,1995-04-02 16:46:57,Silver,2238,1
820,2013-05-12 07:54:06,Gold,4860,2
821,1994-10-13 00:29:54,Gold,2914,1
822,1991-12-11 20:28:04,Silver,1678,3
823,2012-10-25 11:34:10,Silver,1482,2
824,2006-01-02 10:05:27,Silver,2924,1
825,2005-08-20 15:01:05,Gold,4498,2
826,1994-09-19 15:23:04,Bronze,999,1
827,2008-11-26 02:47:55,Gold,4255,3
828,1992-02-08 12:04:52,Silver,2030,2
829,2016-05-15 07:10:16,Gold,2668,2
830,2000-08-18 02:10:49,Bronze,4248,1
831,2008-01-27 07:48:42,Silver,2454,2
832,1991-10-30 11:52:12,Gold,4213,2
833,1997-07-26 03:22:23,Gold,2699,3
834,2007-05-17 03:46:32,Gold,4145,1
835,1995-07-28 00:05:05,Gold,1139,1
836,2013-01-31 01:00:39,Bronze,449,2
837,1996-11-27 17:41:29,Bronze,2971,1
838,1992-01-30 06:11:25,Bronze,1125,1
839,2006-12-27 10:52:37,Bronze,733,3
840,2007-09-24 06:06:27,Gold,3504,1
841,2006-05-01 13:21:28,Silver,4107,1
842,2017-05-07 07:00:33,Bronze,4343,3
843,2019-02-27 02:09:23,Gold,3823,3
844,2005-04-05 17:12:18,Silver,1429,1
845,2013-08-20 15:49:09,Bronze,1614,2
846,2006-05-16 11:01:23,Silver,1703,3
847,2000-11-08 01:10:42,Silver,2929,3
848,2006-03-19 11:08:41,Gold,2599,2
849,2000-02-15 19:33:10,Gold,4127,2
850,1991-04-29 05:27:03,Silver,241,1
851,1994-01-25 02:31:09,Bronze,4985,2
852,2005-02-25 01:58:57,Silver,4564,3
853,1995-06-30 18:58:03,Silver,2954,1
854,2018-06-04 12:48:58,Bronze,875,2
855,2013-12-18 18:09:00,Bronze,856,1
856,2016-08-30 09:42:26,Silver,3060,1
857,2002-09-09 09:13:26,Bronze,1917,2
858,1991-06-21 01:38:09,Bronze,3714,2
859,2005-11-25 18:26:34,Bronze,2566,2
860,2004-01-19 06:09:36,Bronze,386,1
861,2012-05-19 16:36:15,Bronze,3194,2
862,2001-11-20 05:16:42,Bronze,545,1
863,1992-01-02 02:09:38,Silver,4392,2
864,2003-04-16 14:47:08,Gold,3063,2
865,1996-06-12 14:46:00,Bronze,4051,3
866,1994-05-05 13:04:38,Gold,3263,1
867,2001-08-31 18:56:55,Gold,2665,3
868,2011-04-21 14:25:55,Bronze,83,1
869,1991-04-25 22:00:44,Bronze,2893,1
870,1997-11-21 03:26:40,Bronze,4112,3
871,1990-06-13 08:02:34,Bronze,3916,3
872,1993-04-22 23:29:00,Gold,1961,2
873,2010-05-17 05:27:21,Silver,4549,3
874,2007-04-30 16:40:13,Silver,4571,1
875,2005-02-25 07:13:51,Silver,3657,2
876,2000-09-09 01:13:12,Gold,2606,1
877,2011-04-04 05:04:42,Gold,1480,1
878,1995-07-01 03:05:04,Bronze,4073,2
879,1995-06-05 22:46:07,Bronze,4604,3
880,1999-05-24 08:59:29,Gold,848,3
881,1999-12-26 19:20:04,Gold,60,2
882,2001-04-25 07:02:45,Bronze,1862,3
883,2006-05-02 06:25:26,Silver,4369,2
884,1996-10-08 11:42:54,Gold,3591,2
885,2009-03-05 20:15:14,Gold,3064,3
886,2018-11-11 01:23:14,Gold,1223,3
887,2006-09-15 15:29:41,Gold,3397,3
888,1998-01-25 01:07:55,Bronze,4723,2
889,2002-10-09 20:29:52,Silver,2128,1
890,1994-09-18 20:03:46,Silver,3817,3
891,2002-04-13 16:34:27,Bronze,4367,2
892,2001-03-19 05:35:22,Silver,2650,1
893,1999-07-27 03:38:07,Silver,1312,3
894,1998-04-06 07:15:36,Silver,4418,2
895,2004-01-14 14:04:09,Silver,2970,3
896,2014-07-11 08:24:42,Gold,2778,3
897,1993-09-27 08:02:02,Bronze,1528,2
898,1990-10-28 10:02:51,Gold,4922,3
899,2019-01-04 09:10:43,Bronze,1348,2
900,2009-03-14 12:19:13,Silver,3083,1
901,2007-10-25 08:25:28,Gold,864,2
902,2004-12-08 04:09:34,Gold,3049,3
903,2009-10-21 09:37:00,Bronze,4902,1
904,2012-12-08 21:21:45,Silver,3106,2
905,1994-07-13 09:10:15,Silver,1676,1
906,2014-11-13 19:41:31,Bronze,3111,3
907,2018-10-05 09:22:27,Silver,2385,1
908,2002-08-05 00:35:01,Gold,178,1
909,2013-08-02 06:40:33,Bronze,2831,3
910,2000-11-22 18:27:33,Gold,526,1
911,1994-12-28 17:43:09,Bronze,870,1
912,2015-06-05 05:25:27,Bronze,298,3
913,2004-11-08 01:50:18,Silver,1357,3
914,2001-05-22 19:39:38,Bronze,1737,2
915,2005-04-20 01:10:37,Silver,721,3
916,2006-04-07 14:17:46,Bronze,2287,2
917,2018-04-03 10:55:14,Bronze,1069,2
918,2000-05-04 18:39:20,Gold,4850,1
919,1999-01-30 05:12:16,Bronze,1667,3
920,2011-07-13 19:16:14,Gold,3750,3
921,1995-07-27 05:35:42,Gold,1968,2
922,2001-08-13 11:49:19,Bronze,4461,1
923,2014-04-27 14:35:52,Gold,4953,2
924,2002-05-25 07:24:00,Silver,4292,3
925,1993-03-23 12:49:40,Silver,3659,2
926,1991-03-17 08:55:18,Gold,3792,1
927,1992-01-10 14:41:36,Gold,118,2
928,1994-12-30 14:36:36,Silver,3422,1
929,2009-01-31 05:49:20,Silver,2998,2
930,2002-12-20 23:28:11,Gold,601,3
931,2016-06-05 04:21:02,Bronze,4214,1
932,1997-05-29 04:07:25,Silver,197,3
933,2005-01-08 18:29:04,Silver,4118,1
934,2012-10-03 03:01:56,Bronze,2796,2
935,1998-02-15 17:27:26,Gold,3846,2
936,2003-04-16 00:10:46,Gold,2054,2
937,1999-12-03 18:13:23,Gold,410,1
938,2012-12-10 09:04:17,Bronze,1275,2
939,2001-06-03 01:31:32,Gold,246,1
940,2001-05-27 17:53:20,Bronze,3665,3
941,2010-04-21 19:46:19,Silver,3286,2
942,2009-10-07 15:35:08,Bronze,2515,1
943,1995-07-03 10:10:59,Gold,320,3
944,1993-08-25 09:50:59,Bronze,458,1
945,2007-12-22 09:28:40,Bronze,1912,1
946,1998-10-10 17:56:11,Silver,1138,2
947,2015-12-05 13:19:46,Bronze,3935,3
948,2000-02-25 11:32:08,Silver,462,2
949,2001-08-18 09:54:36,Silver,4712,2
950,2019-03-27 15:25:36,Bronze,2333,1
951,2018-02-18 07:10:11,Bronze,3797,2
952,1994-09-13 03:48:48,Gold,4158,2
953,2002-10-14 22:12:29,Gold,4442,1
954,1997-03-13 01:42:38,Bronze,2698,1
955,2017-02-12 19:11:15,Gold,4116,2
956,2001-09-23 00:10:07,Gold,1380,2
957,1993-07-22 00:23:43,Silver,1398,1
958,1991-10-19 10:49:04,Bronze,391,1
959,1996-09-07 20:06:08,Silver,1833,2
960,1997-05-12 07:05:32,Bronze,1775,2
961,1999-12-29 18:54:37,Gold,3087,2
962,2017-02-01 07:17:35,Gold,2553,2
963,1995-03-15 03:24:45,Gold,547,2
964,2012-08-06 04:33:22,Silver,1766,2
965,1996-11-04 20:41:56,Gold,2278,3
966,2006-04-26 12:22:40,Silver,603,2
967,2013-06-04 00:33:19,Gold,2139,2
968,1995-11-17 20:14:15,Gold,4120,1
969,1990-06-04 01:27:46,Gold,4676,2
970,2015-01-17 05:18:40,Silver,3408,1
971,2016-02-05 01:59:08,Bronze,591,2
972,2015-03-29 17:14:07,Silver,2946,1
973,1997-11-22 09:19:02,Silver,4881,1
974,2006-01-20 22:18:52,Silver,2510,3
975,2000-09-11 03:36:39,Bronze,3609,2
976,2004-08-15 12:59:31,Silver,1577,1
977,2008-04-06 01:23:55,Silver,1580,3
978,2017-05-05 09:50:19,Silver,2926,1
979,2001-08-10 09:57:30,Bronze,4713,1
980,2008-01-27 23:54:07,Gold,3306,1
981,1998-11-29 21:07:23,Gold,3830,3
982,2011-11-13 10:43:56,Gold,4918,1
983,1990-09-30 17:45:19,Silver,2661,3
984,2012-04-01 08:10:39,Gold,441,2
985,2019-01-18 14:04:37,Gold,1376,2
986,1996-03-26 04:15:06,Bronze,3906,1
987,1997-10-02 13:29:50,Silver,41,2
988,1995-02-24 20:20:16,Silver,2181,3
989,1992-07-18 09:15:38,Gold,1600,1
990,2007-10-20 21:34:43,Silver,4290,1
991,2001-02-09 22:13:28,Silver,2417,2
992,2001-05-24 02:35:18,Bronze,92,3
993,1999-02-07 15:46:28,Bronze,454,2
994,2019-01-11 23:12:21,Gold,3229,2
995,2011-07-07 04:12:08,Silver,1343,3
996,2002-06-04 13:00:59,Gold,2543,1
997,2018-02-18 15:29:13,Silver,2523,3
998,1998-11-25 23:28:44,Bronze,666,3
999,2009-12-29 17:05:19,Bronze,1338,3
1000,1991-06-07 05:33:33,Gold,3109,3
1001,2010-06-20 23:40:33,Silver,276,3
1002,2002-02-03 11:06:48,Gold,1527,3
1003,1997-01-21 06:25:17,Silver,4874,2
1004,2019-06-09 23:49:31,Bronze,4046,3
1005,1998-07-24 14:08:12,Gold,183,2
1006,2013-06-20 06:49:10,Bronze,2519,2
1007,1999-05-21 03:32:57,Bronze,4670,3
1008,2017-10-06 17:22:07,Gold,2653,3
1009,1993-03-25 15:52:25,Gold,1812,2
1010,2019-07-12 22:18:56,Bronze,2784,1
1011,2013-07-20 23:09:27,Gold,315,3
1012,2015-01-21 09:06:36,Bronze,790,2
1013,1990-02-24 05:05:03,Silver,4729,1
1014,1998-02-07 06:52:37,Gold,3623,3
1015,2009-11-08 06:14:37,Bronze,3456,1
1016,2008-05-08 20:34:35,Bronze,922,3
1017,1992-05-09 15:37:51,Gold,4408,3
1018,2017-05-21 16:17:59,Bronze,4309,2
1019,2010-03-21 11:46:12,Bronze,4576,1
1020,2008-09-23 11:17:48,Bronze,2819,2
1021,2016-06-13 12:03:43,Silver,177,3
1022,2014-04-11 05:53:51,Bronze,2319,2
1023,2011-05-02 20:56:52,Gold,1999,3
1024,2014-08-11 10:52:36,Silver,3377,2
1025,2017-12-08 15:21:40,Silver,2017,2
1026,2001-05-14 15:07:25,Bronze,2123,3
1027,2005-01-04 10:17:22,Bronze,2341,3
1028,1997-06-10 21:21:05,Silver,4281,3
1029,2007-08-18 04:07:47,Silver,1760,1
1030,2008-08-22 04:28:26,Silver,2745,2
1031,2013-05-15 04:46:52,Silver,82,2
1032,1993-09-12 05:52:23,Gold,2401,2
1033,2016-01-12 03:12:35,Gold,1687,3
1034,1995-05-05 16:54:27,Silver,715,3
1035,1995-11-27 09:29:32,Bronze,3879,2
1036,1991-01-18 01:44:02,Bronze,51,3
1037,2003-02-08 16:49:53,Gold,1038,2
1038,2019-07-15 16:18:27,Gold,3970,2
1039,1996-06-21 04:35:55,Silver,2033,2
1040,2017-06-12 18:38:08,Gold,89,1
1041,1995-04-13 18:45:54,Bronze,4405,2
1042,2019-01-28 02:06:12,Gold,3630,3
1043,2010-12-19 21:42:32,Gold,4286,3
1044,2017-01-29 19:23:28,Bronze,3869,3
1045,1999-11-06 11:48:48,Silver,594,1
1046,1995-12-13 00:15:22,Gold,3576,3
1047,2004-03-18 11:09:00,Bronze,895,1
1048,2010-03-30 07:14:55,Bronze,3613,1
1049,2019-04-02 10:25:32,Bronze,4410,2
1050,2001-07-24 09:28:32,Silver,1973,1
1051,1995-09-10 02:23:35,Silver,1554,2
1052,2018-10-23 16:00:35,Silver,498,1
1053,2015-02-04 04:36:52,Gold,3474,3
1054,2010-12-02 10:31:21,Gold,102,3
1055,2015-07-19 11:48:12,Gold,2108,2
1056,2005-10-22 09:36:35,Bronze,2682,1
1057,2008-12-28 00:07:47,Silver,4302,3
1058,1990-09-28 20:02:24,Bronze,2430,1
1059,1990-05-23 05:17:21,Gold,4718,3
1060,1999-06-11 18:05:14,Gold,3676,2
1061,2012-10-25 19:36:18,Gold,1206,1
1062,1993-05-14 10:27:56,Bronze,4948,1
1063,1991-07-21 08:50:45,Bronze,4978,3
1064,2001-05-29 03:10:24,Gold,3735,2
1065,1990-10-02 04:39:24,Silver,3996,2
1066,1992-01-18 19:47:44,Silver,1646,1
1067,1994-06-09 10:18:33,Silver,1437,1
1068,2005-11-14 17:53:36,Silver,3867,2
1069,1994-07-14 18:56:51,Gold,1784,1
1070,2004-08-02 18:20:23,Gold,1232,2
1071,2002-08-11 08:54:31,Silver,1597,1
1072,1992-02-25 20:15:33,Silver,4007,2
1073,2008-03-18 20:51:06,Silver,4717,2
1074,2016-12-17 07:59:56,Bronze,1511,1
1075,1990-01-28 01:35:56,Silver,4515,3
1076,1999-07-15 07:18:08,Silver,4108,3
1077,1998-07-01 05:51:10,Bronze,3137,2
1078,1993-10-21 23:42:31,Gold,3144,1
1079,1993-02-13 13:33:47,Silver,91,2
1080,2016-10-20 11:05:45,Silver,3233,1
1081,2017-01-27 15:01:15,Gold,4897,1
1082,2015-11-15 02:38:49,Bronze,3787,1
1083,2011-03-09 22:33:37,Silver,2548,2
1084,2005-10-14 08:52:47,Silver,355,2
1085,1998-09-30 04:42:54,Gold,1204,1
1086,2008-03-26 10:16:49,Bronze,292,1
1087,1991-09-21 20:07:57,Bronze,2397,1
1088,1990-02-04 16:17:26,Bronze,219,3
1089,2009-06-01 19:48:56,Gold,2896,2
1090,2001-01-09 20:56:19,Gold,2783,3
1091,2018-04-11 12:38:17,Gold,4999,1
1092,2009-10-01 17:57:08,Gold,4321,2
1093,1997-03-10 05:31:47,Gold,4643,1
1094,2002-09-20 18:05:20,Gold,2713,3
1095,2004-09-23 13:17:16,Gold,3965,3
1096,1999-01-08 01:31:41,Bronze,2719,3
1097,1998-11-23 18:53:41,Silver,3710,3
1098,1990-07-19 16:46:40,Silver,2680,2
1099,2014-07-07 01:19:22,Bronze,1189,3
1100,2008-10-22 08:29:56,Silver,800,3
1101,1993-02-03 05:26:08,Bronze,3415,2
1102,2002-11-02 09:49:04,Gold,35,1
1103,1992-01-01 19:29:49,Bronze,2569,2
1104,2001-03-04 13:20:47,Gold,4553,1
1105,2008-10-19 00:03:08,Bronze,4716,2
1106,2016-11-23 10:15:41,Silver,1255,2
1107,1992-05-06 13:39:36,Gold,1780,2
1108,1989-11-07 16:29:39,Bronze,2748,1
1109,1992-10-31 13:16:06,Bronze,4139,2
1110,2001-04-14 20:37:42,Silver,4318,2
1111,2001-12-06 05:27:24,Bronze,1789,3
1112,2006-09-05 01:54:34,Silver,4020,3
1113,1999-11-27 04:39:34,Gold,2689,3
1114,2019-06-16 18:47:08,Bronze,1628,2
1115,2007-09-01 23:24:52,Silver,226,3
1116,1998-12-29 14:02:57,Silver,475,2
1117,2006-02-02 04:09:30,Gold,3522,1
1118,2011-04-16 06:22:15,Bronze,455,3
1119,1990-07-03 17:19:13,Bronze,2788,3
1120,1999-02-07 16:35:09,Silver,3972,2
1121,2008-09-05 13:31:10,Gold,3100,1
1122,2013-07-17 13:29:01,Gold,2817,1
1123,1997-06-18 06:12:46,Gold,3407,2
1124,1999-04-25 08:48:10,Bronze,88,1
1125,1999-11-14 13:12:38,Gold,4585,1
1126,1992-03-22 01:57:15,Silver,403,2
1127,2018-11-12 15:11:30,Gold,4760,3
1128,1998-01-19 03:46:09,Gold,3771,1
1129,2004-12-17 15:46:50,Silver,223,3
1130,2004-12-07 11:40:35,Gold,935,3
1131,1996-01-25 13:19:36,Bronze,680,3
1132,1990-08-12 03:50:18,Silver,4964,3
1133,2012-05-30 13:36:11,Silver,4996,1
1134,2015-11-07 19:46:27,Gold,3156,2
1135,2002-05-29 16:34:07,Silver,3320,1
1136,2002-11-08 17:11:01,Gold,880,1
1137,1996-05-11 23:59:50,Bronze,2351,3
1138,2000-07-23 10:57:27,Gold,3496,2
1139,2001-04-18 14:12:27,Silver,966,2
1140,2005-01-21 22:15:58,Silver,2738,3
1141,2006-05-01 17:17:23,Silver,4543,1
1142,1996-03-02 04:55:55,Silver,1691,2
1143,1989-08-09 02:54:27,Silver,1636,2
1144,1989-07-28 07:54:42,Silver,194,2
1145,2011-06-30 07:57:33,Bronze,1958,1
1146,1991-02-17 14:38:11,Bronze,4857,3
1147,2002-11-03 02:11:34,Bronze,4567,3
1148,1992-09-28 14:37:20,Silver,3905,3
1149,2014-02-14 01:49:07,Gold,1055,1
