farmer_id,Operation Name,origin_id
515,CAFÉ VENTURA,1397
516,CAFÉ VICTORIA Y/O MOISES DURST,786
517,"Cafe Virtuoso, LLC",1458
518,Cafebras Comercio De Cafes Do Brazil S/A,759
519,"CAFECO, S.A.",24
520,Cafeeira De Armazéns Gerais,672
521,CafeMa International SA,1429
522,CAFENOR PERU S.A.C,105
523,CAFÉS DE ESPECIALIDAD DE CHIAPAS SAPI DE CV,766
524,Cafés Especiales Corquín S.A De C.V (CAFÉSCOR),1294
525,Cafés Especiales Corquín S.A De C.V (CAFÉSCOR),1495
526,Cafés Especiales Corquín S.A De C.V (CAFÉSCOR),419
527,Cafés Especiales Corquín S.A De C.V.(Grupo CEN),276
528,Cafés Especiales Corquín S.A De C.V.(Grupo CEN),246
529,Cafés Especiales De México S.C. II,1598
530,"Cafés Especiales Erapuca S.A DE C.V. 
CAFESER",1504
531,Cafés Especiales Mercedes Ocotepeque S.A De C.V.,1105
532,"Cafes Especializados Y Sustentables Del Sureste, S.A. De C.V.",1550
533,Cafés Finos Corquin S.A,1569
534,Cafés Finos Corquin S.A,1197
535,Cafés Finos Corquin S.A,882
536,Cafes Finos De Exportacion Hawit Caffex,333
537,Cafés Finos De Exportación R.De.R.L,279
538,Cafés Finos De Exportación R.De.R.L,71
539,Cafés Finos De Exportación R.De.R.L,584
540,Cafes Sustentables De Mexico S. De R.L. De C.V.,440
541,"CAFES Y SEMILLAS DE MEXICO, S.A. DE C.V.",607
542,"Cafetal El Equimite, Rancho Agroecológico, SPR DE RL.",1121
543,"CAFETAL SINAI, Diego Manuel Woolrich Ramírez",1799
544,Cafetalera Amazónica SAC,406
545,Cafetalera Amazónica SAC,475
546,Cafetalera Amazónica SAC,751
547,Cafetalera Castellon S.A.,1
548,Cafetalera Castellón S.A.,1093
549,Cafetalera Castellón S.A.,246
550,CAFETALEROS DE HONDURAS S DE RL DE CV,1161
551,Cafetaleros de la Biodiversidad de Chiapas SC,156
552,Cafeteros Origen Colombiano,316
553,CAFETICULTORES ORGANICOS DE OAXACA SC DE RL DE CV,316
554,Cafeticultores Orgánicos De Oaxaca SC De RL De CV,216
555,CAFETICULTORES UNIDOS DE TENANGUITO SC De RL De CV,361
556,Cafeto Coffee Company LLC,1775
557,CAFEZAM S.A.S.,1721
558,"Caffe Appassionato, Inc.",671
559,Caffe D`Arte LLC,1168
560,Caffe Ibis Inc. Coffee Roasting Company,50
561,Caffe Marco,743
562,"Caffe Umbria, Inc",1419
563,"Caffe Vita Coffee Roasting, Inc.",928
564,"Caffe Vita Coffee Roasting, Inc.",1800
565,"Caffe Vita Coffee Roasting, Inc.",1587
566,Caffeination Corporation Dba Columbia River Coffee Roaster,1082
567,Caficultores Alto Cajamarca,1107
568,Cafinco S.A. De C.V.,898
569,"CAFIVER, S.A. De C.V.",299
570,Caja Rural De Ahorro Y Crédito Sendero De Luz,934
571,Cajamarca Coffee Export SAC,1218
572,California Natural Products,1369
573,"California Special Foods, LLC",1602
574,"Camano Island Coffee Roasters, LLC",639
575,Cameron's Coffee & Distribution Company,238
576,Campesinos Ecológicos De La Sierra Madre De Chiapas S.C,866
577,Candlewood Food and Beverage LLC,276
578,Cantarella Bros Pty Ltd,1388
579,"Cape Coral Coffee Roasters LLC, Dba Java D'oro",435
580,Capital City Roasters,972
581,CAPITOL TRADING COMPANY,984
582,"CAPMAX TRADING Co., Ltd.",1559
583,"Capricorn Coffees, Inc.",1743
584,CAPRIDESA,935
585,Caravela Colombia S.A.S.,1109
586,CARAVELA GUATEMALA S.A.,503
587,CARAVELA PERU SAC,944
588,CARCAFE LTDA.,776
589,Cardiff Coffee Trading,499
590,Caribbean Natural Products,1366
591,Carmel Valley Coffee Roasting Co.,449
592,Caruso's Coffee,1174
593,"Casa Común, F.C de R.L.",1681
594,CASA RUIZ,619
595,CASA RUIZ SA.,1034
596,"Cascade Coffee, Inc.",15
597,Cascade Estate Coffees Co.,25
598,"Cascata Packaging, LLC",1532
599,CASFA A.C/Finca Nueva Alicia Mam S.C,1101
600,CBL Natural Foods (Pvt) Ltd.,278
601,CECA S.A,949
602,CENTRAL AMERICAN COMMODITIES AGROBURSATIL S.A,1723
603,Central American Commodities Trading SA,230
604,"Central Asociados Productores De Café ""CENAPROC""",289
605,Central De Asociaciones De Cafetaleros Y Agroforestales,237
606,Central De Cafetaleros Del Nor Oriente,399
607,Central De Cafetaleros Del Nor Oriente (CECANOR),417
608,"Central De Coop. De Servicios Multiples PRODECOOP, R.L.",543
609,Central De Cooperativas Agrarias Cafetaleras COCLA Ltda. Nº 281,1458
610,CENTRAL DE COOPERATIVAS AGRARIAS CAFETALERAS DE LOS VALLES DE SANDIA - CECOVASA,224
611,"Central De Cooperativas Agropecuarias 
De Caranavi Ltda",1370
612,Central De Cooperativas Cafetaleras Del Norte CECOCAFEN R.L.,303
613,Central De Cooperativas Cafetaleras Del Norte CECOCAFEN R.L.,446
614,Central De Cooperativas Cafetaleras Del Norte CECOCAFEN R.L.,693
615,Central De Cooperativas De Servicios Múltiples “Aroma Del Café R.L. ” CECOSEMAC R. L.,950
616,Central De Cooperativas De Servicios Múltiples “Aroma Del Café R.L. ” CECOSEMAC R. L.,551
617,"Central De Cooperativas Multisectoriales Mujeres Rurales Feministas Ecologicas, R.L.,
Las Diosas, R.L.",378
618,"Central De Cooperativas Multisectoriales Mujeres Rurales Feministas Ecologicas, R.L.,
Las Diosas, R.L.",510
619,"Central De Cooperativas Multisectoriales Mujeres Rurales Feministas Ecologicas, R.L.,
Las Diosas, R.L.",1618
620,Central De Organizaciones Productoras De Café Y Cacao,100
621,Central de Organizaciones Productoras de Café y Cacao del Perú,1612
622,Central De Productores Agrarios El Oso De Anteojos De La Cuenca Del Chinchipe,309
623,Central De Productores Cafetaleros De Los Valles,1776
624,Central De Productores YANESHAS (CEPRO YANESHA),1123
625,Central Unitaria De Asociaciones Agrarias De Villa Rica - CUNAVIR,653
626,Centro Agroecológico San Francisco De Asís S.A. CASFA,1153
627,Centro De Agroecológica San Francisco De Asís A.C. (Programa Café),1030
628,"Centro De Especialidades Agrícolas De Café, S.A",1393
629,"Centro De Especialidades Agrícolas De Café, S.A",408
630,"Centrome, Inc.",1311
631,CEREALSTAR EOOD (LTD),572
632,Cerro Grande Corp.,694
633,CERRO LACANDON GRUPO DE TRABAJO ATITLAN CHOCHAJAU,983
634,CERRO LACANDON S.A. SUIZA BARRANCA,943
635,CERRO LANCANDON CHOCHAJAU,1031
636,Chacra Ddago Group,1673
637,Chagrin Valley Soap & Salve,456
638,Chameleon Cold Brew LLC,539
639,"Charles Jacquin Et Cie., Inc",1187
640,"Charleston Coffee Roasters, Inc.",1136
641,CHC Ltd. DBA Custom House Coffee,1514
642,"Chef'd, Inc",835
643,Cherecher Oda Bultum Farmers Cooperative Union,527
644,"Cherrybean Coffee Company, LLC",988
645,Chesapeake Bay Roasting Co.,1110
646,Chieti Coffee Dba Chieti,656
647,"Chris' Coffee Service, Inc.",1130
648,Christopher C. Calkins Inc.,1463
649,"CIA. DE PLANTACIONES DE HAMBURGO, S.A.DE C.V.",1376
650,Cincinnati Company S.A.S.,1466
651,Citrus Systems Inc.,16
652,"City Bean, Inc.",1148
653,City Roasting/Dba Colter Coffee Roasting,936
654,"CJGO Fulfillment, LLC",1105
655,Claudio Carneiro Pinto (Sitio Grota Sao Pedro),380
656,Clean Foods Inc.,1663
657,Cleveland Organics Confections,1118
658,"Clif Bar Family Winery & Farm, LLC Dba Clif Family Farm",891
659,"Cloud Forest Coffee, LLC",1314
660,CLR Roasters LLC,1737
661,CLR Roasters LLC,519
662,CMS TANZANIA LTD./ HOPE PROJECT,1049
663,COAGRO PANGOA,1370
664,"Coastal Coffee Roasters, Inc.",1128
665,Coastal Peaks Coffee,890
666,"Coastline Partners, Inc. Dba Old Town Coffee & Chocolates",505
667,Cobia Global Commerce S.A.S.,1281
668,Cocam - Cia De Cafe Soluvel E Derivados,451
669,"Cocojojo LLC Dba Cocojojo, Temple Of Organic, Dr. Joe Lab, Organic Pure Oil Inc., OPO.",1473
670,Coda Coffee Company,1315
671,"COEX Coffee International, Inc.",1029
672,COEX EXPORTADORA HONDURAS S.A. de C.V.,659
673,COFCO COLOMBIA SAS,246
674,"Coffee Associates, Inc.",471
675,Coffee Bean International,1372
676,"Coffee Beanery Co.,Ltd.",478
677,Coffee Blenders,767
678,"COFFEE BOSS, LLC",1440
679,Coffee Connections Limited,465
680,Coffee Connections Limited - SL1,1693
681,Coffee Connections Limited - SL2,1321
682,Coffee Cooperative Union Limited,298
683,Coffee Cooperative Union Limited,1165
684,Coffee Critic Inc. Dba Black Oak Coffee Roasters,1687
685,"Coffee Depot, LLC",814
686,Coffee Exchange LLC dba Nitro Beverage Co.,1485
687,Coffee Express Company,698
688,COFFEE LAND VILLA RICA SAC,830
689,COFFEE LAND VILLA RICA SAC,914
690,COFFEE ORIGEN,582
691,Coffee Planet Corporation S.A,401
692,Coffee Planet Corporation S.A,1050
693,Coffee processing and ware House Enterprise(CPWE),1002
694,Coffee Processing And Warehouse Enterprise,1100
695,"COFFEE REDEFINED, LLC",139
696,COFFEE RESERVE BRANDS LLC,658
697,COFFEE ROASTERS OF ARIZONA INC,1158
698,Coffee Systems NW LLC,1577
699,COFFEE TRADERS INC.,354
700,"Coffee Works, LLC",521
701,COFFEECACAO S.A.S.,262
702,"COFFEES OF THE WORLD, INC.",1050
703,Coffee-Tea-Etc. LLC,1492
704,Coffy Handels-Gesellschaft Bremen Mbh,1321
705,COINCA SAC,170
706,Cold Brew Ventures LLC,928
707,"Colectivo Coffee Roasters, Inc.",202
708,"Colorado River Coffee Roasters, LLC Dba CRCR",1414
709,Combined Technologies Inc.,1000
710,Comercial Exportadora De Café San Vicente S De R.L,523
711,Comercial Exportadora De Café San Vicente S De R.L,596
712,"COMERCIAL INTERNACIONAL DE GRANOS DE HONDURAS, CIGRAH",249
713,COMERCIALIZADORA DE ALIMENTOS Y BEBIDAS ORGANICAS BIO STRICTO S.P.R DE R.L,883
714,Comercializadora De Café García,264
715,Comercializadora El Grano S.A.,1429
716,Comercializadora Oaxaqueña De Todos Los Cafés S.A. De C.V.,1138
717,COMERCIALIZADORA OAXAQUEÑA DE TODOS LOS CAFES S.A. DE CV,974
718,COMERCIO & CIA S.A.,984
719,Comercio Alternativo De Productos No Tradicionales Y Desarrollo En Latinoamerica Y Peru - Candela Perú,702
720,Comexim Ltda.,11
721,Comfort Foods Inc.,940
722,Comon Yaj Noptic. S. De S. S.,1222
723,Companhia Cacique De Cafe Soluvel,868
724,Compañía Administradora Y Inversora Pacifico Sur S.A.C,339
725,COMPAÑIA CAFETALERA DEL CENTRO S.A.C.,1666
726,Compañía Cafetera La Meseta S.A.,1435
727,Compañía Colombiana Agroindustrial S.A.S,1070
728,COMPAÑIA DE GRANOS CANIARI S.A.C.,1400
729,Compañía Hondureña De Mercadeo Agricola S.A. De C.V (COHMASA),562
730,Compañía Hondureña De Mercadeo Agricola S.A. De C.V (COHMASA),1019
731,Compañía Hondureña De Mercadeo Agricola S.A. De C.V (COHMASA),1715
732,Compañia Hondureña Del Cafe S.A. De C.V.,1539
733,Compañia Hondureña Del Cafe S.A. De C.V.,1368
734,Compañia Hondureña Del Cafe S.A. De C.V.,839
735,"COMPAÑÍA HONDUREÑA DEL CAFÉ, CO. HONDUCAFE",1321
736,Compañía Internacional del Café Sociedad Anónima Cerrada COINCA,993
737,Comuneros Ayuuk Por La Agricultura Sostenible S.P.R. De R.L.,799
738,"COMUNIDADES DE BOSQUES MESOFILOS CBM, SC. DE RL DE CV.",287
739,"Comunidades Indígenas De La Región De Simojovel De Allende, S.S.S.CIRSA",1033
740,CONAPROMEX S.A. DE C.V. GRUPO SILTEPEC,1238
741,CONAPROMEX S.A. de C.V. Grupo Tenejapa,1444
742,"CONAPROMEX, S.A. DE C.V. GRUPO BELLA VISTA",1638
743,Confederación Nacional de Productores Mexicanos CONAPROMEX S.A de C.V / GRUPO OAXACA,599
744,Confederacion Nacional De Productores Mexicanos SA De CV,1736
745,Consorcio Huasi Alto Andino S.A.C,403
746,Constructiva & Asociados SA,126
747,"Continental Terminals, Inc.",1687
748,"Continental Terminals, Inc.",1696
749,"Continental Texas, Inc.",1252
750,Coocafe Santo Domingo,1122
751,Cool River Coffee,1349
752,COOMULFAC,1200
753,"Coop De Prod Y Trabajos Asociados Y Serv Productores Org, Tradicionales Y Export De Nicaragua R.L,",1415
754,Coop. Agrícola Cafetalera De,1000
755,COOPAC LTD,1253
756,COOPADE/COOP-CA,1661
757,Cooperación Agraria Peruana – COOPAGRO PERÚ,326
758,Cooperativa Agraria - APROECO,279
759,Cooperativa Agraria & Servicios Múltiples Del Oriente - PERÚ COFFEE,448
760,Cooperativa Agraria Antaro Mareriaki-Perú,121
761,Cooperativa Agraria Cafetalera “CASIL” Ltda,1266
762,Cooperativa Agraria Cafetalera “El Quinacho,105
763,Cooperativa Agraria Cafetalera “La Prosperidad De Chirinos” Ltda.,1005
764,Cooperativa Agraria Cafetalera Alto Mayo,1281
765,Cooperativa Agraria Cafetalera Alto Mayo,941
766,Cooperativa Agraría Cafetalera APROCANORSI LTDA Jr.,338
767,Cooperativa Agraria Cafetalera Bagua Grande Ltda.,388
768,Cooperativa Agraria Cafetalera CAC- ACPC Pichanaki,1431
769,COOPERATIVA AGRARIA CAFETALERA CAMPO CAFÉ,1570
770,Cooperativa Agraria Cafetalera CCOCHAPAMPA LTDA.,1104
771,Cooperativa Agraria Cafetalera CEBICAFEN LTDA.,1444
772,Cooperativa Agraria Cafetalera Divisoria LTDA,801
773,COOPERATIVA AGRARIA CAFETALERA DIVISORIA LTDA,1719
774,COOPERATIVA AGRARIA CAFETALERA DIVISORIA LTDA.,295
775,"Cooperativa Agraria Cafetalera Ecológica Sostenible KUSCAP Pichanaki - Chanchamayo ""CACE - KUSCAP - Pichanaki""",1058
776,Cooperativa Agraria Cafetalera Huadquiña,1032
777,COOPERATIVA AGRARIA CAFETALERA INDUSTRIAL SATINAKI,861
778,Cooperativa Agraria Cafetalera Jose Olaya Ltda Nº 252,248
779,COOPERATIVA AGRARIA CAFETALERA LA FLORIDA,364
780,Cooperativa Agraria Cafetalera La Florida,675
781,COOPERATIVA AGRARIA CAFETALERA LAGUNA DE LOS CONDORES,829
782,Cooperativa Agraria Cafetalera Los Chankas,1293
783,Cooperativa Agraria Cafetalera Maranura Ltda. Nº 129,1488
784,COOPERATIVA AGRARIA CAFETALERA OCUMAL,1684
785,"Cooperativa Agraria Cafetalera Origen Perú ""CAC Origen Perú""",606
786,Cooperativa Agraria Cafetalera Pangoa Ltda,1336
787,Cooperativa Agraria Cafetalera Perene,469
788,Cooperativa Agraria Cafetalera Productora Comercial Exportadora Cafe Andes Amazonicos Ltda. PROCECAM Ltda,698
789,Cooperativa Agraria Cafetalera Río Tambo Ltda,1781
790,COOPERATIVA AGRARIA CAFETALERA SAN FERNANDO LTDA,782
791,COOPERATIVA AGRARIA CAFETALERA SAN JUAN DEL ORO Ltda.,220
792,Cooperativa Agraria Cafetalera San Miguel Ltda.,1412
793,Cooperativa Agraria Cafetalera Satipo Ltda.,49
794,Cooperativa Agraria Cafetalera Shankivironi,1784
795,Cooperativa Agraria Cafetalera Shunté Ltda,104
796,Cooperativa Agraria Cafetalera Sostenible Valle Ubiriki,614
797,"Cooperativa Agraria Cafetalera Union Y Fe La Coipa ""COOACAUNFE""",1377
798,Cooperativa Agraria Cafetalera Valle De Incahuasi,1025
799,Cooperativa Agraria Cafetalera Valle Río Apurimac Ltda. – CACVRA,506
800,COOPERATIVA AGRARIA CAFETALERA Y DE SERVICIOS ORO VERDE LTDA GP - 01,312
801,Cooperativa Agraria Cafetalera Y De Servicios Oro Verde LTDA.,558
802,Cooperativa Agraria Cfetalera Ecologica Alto Palomar,1683
803,COOPERATIVA AGRARIA COYENTIMARI LTDA.,180
804,Cooperativa Agraria De Frutos Ecológicos Sanchirio Palomar “CAFESP”,7
805,Cooperativa Agraria De Productores Ecológicos De San Ignacio “APESI”,454
806,Cooperativa Agraria De Productores Ecológicos De San Ignacio “APESI”,1348
807,COOPERATIVA AGRARIA DE PRODUCTORES SOSTENIBLES SELVA CENTRAL,1164
808,COOPERATIVA AGRARIA DE SERVICIOS CAFÉ HEMALU DE LOS BOSQUES DEL INKA - COOPCHEBI,1257
809,COOPERATIVA AGRARIA DE SERVICIOS MULTIPLES CAFÉ DONCEL,1718
810,Cooperativa Agraria De Servicios Múltiples El Diamante LTDA,1188
811,"Cooperativa Agraria De Servicios Múltiples El Milagro ""CASM EL MILAGRO""",297
812,Cooperativa Agraria De Servicios Múltiples Para El Progreso E Integración De Cafetaleros,1320
813,Cooperativa Agraria De Servicios Múltiples Para El Progreso E Integración De Cafetaleros,421
814,COOPERATIVA AGRARIA DE SERVICIOS MULTIPLES SELVA ANDINA,934
815,Cooperativa Agraria De Servicos Multiples Integracion De Cafetaleros - INPROCAFE,1577
816,Cooperativa Agraria De Servicos Multiples Integracion De Cafetaleros - INPROCAFE,1680
817,Cooperativa Agraria De Servicos Multiples Integracion De Cafetaleros - INPROCAFE,136
818,COOPERATIVA AGRARIA DEL BAJO BIAVO LTDA,1185
819,Cooperativa Agraria Ecológica Cafetalera De Lonya Grande “CECAFE”,1275
820,COOPERATIVA AGRARIA ECOLÓGICA Y SOLIDARIA PIURA,1069
821,COOPERATIVA AGRARIA EL GRAN SAPOSOA LTDA,985
822,Cooperativa Agraria Frontera San Ignacio,1473
823,Cooperativa Agraria Frontera San Ignacio Ltda.,925
824,COOPERATIVA AGRARIA INDUSTRIAL NARANJILLO,1283
825,Cooperativa Agraria Innovación Cacao Y Café Del VRAEM,1721
826,COOPERATIVA AGRARIA MONTAÑA AZUL LTDA – COOPACMA,184
827,COOPERATIVA AGRARIA MONTE AZUL - MONTE AZUL COOP,1358
828,"Cooperativa Agraria Norandino LTDA.
(COOP NORANDINO)",743
829,"Cooperativa Agraria Norandino LTDA.
(COOP NORANDINO)",497
830,"Cooperativa Agraria Norandino LTDA.
(COOP NORANDINO)",1161
831,Cooperativa Agraria Rodríguez De Mendoza,1744
832,Cooperativa Agraria Rodríguez De Mendoza,1393
833,Cooperativa Agraria Rutas Del Inca,1734
834,Cooperativa Agraria Rutas Del Inca,220
835,Cooperativa Agraria Rutas Del Inca,455
836,COOPERATIVA AGRARIA SANGARENI,62
837,Cooperativa Agraria Tropical Ecologica De Kimbiri – CATEK,707
838,COOPERATIVA AGRARIA VALLE DEL MARAÑON,1390
839,Cooperativa Agraria Valles De Café,688
840,"Cooperativa Agraria Y De Servicios Multiples ""Los Angeles Coffee""",604
841,COOPERATIVA AGRARIA Y DE SERVICIOS MULTIPLES CUMBRES DEL NORTE - COOPACNOR,1796
842,COOPERATIVA AGRARIA Y DE SERVICIOS MULTIPLES VALLE TABACONAS - COOPAVAT,1032
843,COOPERATIVA AGRARIA Y SERVICIOS MULTIPLES CAFÉ AMOJU,1288
844,Cooperativa Agrícola Cafetalera “Villa Oriente Ltda.”,1442
845,Cooperativa Agrícola Cafetalera San Antonio Limitada COAGRICSAL,1069
846,Cooperativa Agrícola Cafetalera San Antonio Limitada COAGRICSAL,1337
847,Cooperativa Agricola Cafetalera SAN JUAN Ltda,967
848,Cooperativa Agrícola De Productores Orgánicos De Copan Limitada (COAPROCL),732
849,Cooperativa Agrícola De Productores Orgánicos De Copan Limitada (COAPROCL),929
850,Cooperativa Agrícola De Productores Orgánicos De Copan Limitada (COAPROCL),918
851,Cooperativa Agricola de Servicios Las Brisas del Peñas Blancas R.L. (Las Brisas R.L.),1251
852,Cooperativa Agricola De Servicios Varios Chojzunil RL,1511
853,Cooperativa Agrícola Integral La Voz,484
854,"Cooperativa Agrícola Integral San Pablo, R.L.",81
855,"COOPERATIVA AGRICOLA UNION Y FUERZA LIMITADA, CAUFUL",1301
856,Cooperativa Agrindustrial Mishagro,1645
857,Cooperativa Agroecológica Cafetalera Industrial Ambiental Llaylla Ltda. - COOPACI DE LLAYLLA,899
858,Cooperativa Agroecológica Cafetalera Pichanaki,1109
859,Cooperativa Agroecológica De Café De Origen Selva Central,93
860,COOPERATIVA AGROECOLOGICA INDUSTRIAL JUAN SANTOS ATAHUALPA,150
861,COOPERATIVA AGROECOLOGICO INDUSTRIAL ANTARI RIO TAMBO,1764
862,COOPERATIVA AGROINDUSTRIAL DE JOVENES LTDA,741
863,Cooperativa Agroindustrial De Productores Ecológicos Grano De Oro (CAPEGO),112
864,Cooperativa Agroindustrial Ecológico Cafetalera Sánchez Rosas Pampa Ltda.,425
865,COOPERATIVA AGROINDUSTRIAL FRUITS PICHANAKI,1084
866,COOPERATIVA AGROINDUSTRIAL KIVINAKI - CAI KIVINAKI,925
867,COOPERATIVA AGROINDUSTRIAL KIVINAKI -CAI KIVINAKI,144
868,COOPERATIVA AGROINDUSTRIAL SONOMORO LTDA,1035
869,COOPERATIVA AGROINDUSTRIAL VILLA RICA GOLDEN COFFEE LTDA,293
870,Cooperativa Agroindustrial Villa Rica Golden Coffee LTDA.,1
871,Cooperativa Agroindustrial Y De Servicios C.P Bella - Bajo Monzon LTDA,445
872,Cooperativa Agroindustrial Y De Servicios Múltiples Valle Kiatari – Pangoa LTDA,399
873,Cooperativa Agroindustrial Y De Servicios Múltiples Valle Kiatari – Pangoa LTDA,484
874,COOPERATIVA AGROINSDUSTRIAL CAFETALERA SANTA ANA - PERÚ,1360
875,"Cooperativa Agropecuaria ""Indígena Lenca"" Limitada (COAINLL)",550
876,Cooperativa Agropecuaria “Unión Chinacla” Limitada (CARUCHIL) (Grupo CRC),1424
877,Cooperativa Agropecuaria “Unión Chinacla” Limitada (CARUCHIL) (Grupo CRC),1063
878,Cooperativa Agropecuaria Bio Arabica R.L.,331
879,Cooperativa Agropecuaria Brisas Del Pelon Limitada,745
880,Cooperativa Agropecuaria Brisas Del Pelon Limitada,1189
881,Cooperativa Agropecuaria Brisas Del Pelon Limitada,1812
882,Cooperativa Agropecuaria Cafetalera Ecológica Valle Santa Cruz Rio Tambo Ltda,1254
883,Cooperativa Agropecuaria Cafetalera San José Limitada (COCASJOL),1217
884,Cooperativa Agropecuaria De Comercialización Corpus Cristhy Illampu Ltda. (COOACI),1302
885,Cooperativa Agropecuaria De Credito Y Servicio Regional De Cafetaleros De San Juan Del Rio Coco (CORCASAN – R.L.),1255
886,Cooperativa Agropecuaria E Florestal Do Projeto Reca,354
887,Cooperativa Agropecuaria Emprendedores Del Cafe Limitada (COAEDCAL),1624
888,Cooperativa Agropecuaria Emprendedores Del Cafe Limitada (COAEDCAL),1366
889,COOPERATIVA AGROPECUARIA FUENTE DE BENDICIÓN RL.,1370
890,"Cooperativa Agropecuaria Industrial Unión Cusca Mayo ""CAI CUSCA MAYO""- RIO NEGRO",462
891,Cooperativa Agropecuaria Los Alpes De Condega R.L,7
892,Cooperativa Agropecuaria Mejillones LTDA,201
893,Cooperativa Agropecuaria Mejillones LTDA,1399
894,Cooperativa Agropecuaria Mejillones LTDA,1323
895,"Cooperativa Agropecuaria Multisectorial Cultivando Con Calidad En San Juan Del Rio Coco, RL",1415
896,Cooperativa Agropecuaria Nuevo Eden Limitada (COARENE),1621
897,Cooperativa Agropecuaria Regional Nuevo Eden Limitada (COARENE),703
898,Cooperativa Agropecuaria Regional Santa,795
899,Cooperativa Agropecuaria Regional Santa,1599
900,Cooperativa Agropecuaria Regional Santa,1412
901,Cooperativa Agropecuaria Regional Unión Chinacla Limitada (CARUCHIL),1290
902,Cooperativa Agropecuaria Regional Unión Chinacla Limitada (CARUCHIL),175
903,Cooperativa Agropecuaria Regional Unión Chinacla Limitada (CARUCHIL),72
904,Cooperativa Agropecuaria Regional Union Chinacla Limitada Carruchil,1641
905,Cooperativa Agropecuaria Y Comercialización Alto Sajama Ltda.,554
906,COOPERATIVA AGROVIDA LTDA GRUPO PLANADAS,1458
907,Cooperativa Café Timor,317
908,"Cooperativa Cafetalera ""Cerro Negro"" Limitada (COCACENEL)",725
909,Cooperativa Cafetalera “Ecologica El Rosario Limitada” (COCAEROL),980
910,Cooperativa Cafetalera “Ecologica El Rosario Limitada” (COCAEROL),222
911,Cooperativa Cafetalera “Ecologica El Rosario Limitada” (COCAEROL),242
912,COOPERATIVA CAFETALERA CAPUCAS LIMITADA,1500
913,Cooperativa Cafetalera Capucas Limitada (COCACFAL),118
914,Cooperativa Cafetalera Capucas Limitada (COCACFAL),327
915,Cooperativa Cafetalera Capucas Limitada (COCACFAL),480
916,Cooperativa Cafetalera Capucas Limitada (COCACFAL)Grupo Capucas Reservas,821
917,Cooperativa Cafetalera Capucas Limitada (COCACFAL)Grupo Capucas Reservas,225
918,Cooperativa Cafetalera Capucas Limitada “COCACFAL” (Grupo Capucas Nuevo),1603
919,Cooperativa Cafetalera Capucas Limitada “COCACFAL” (Grupo Capucas Nuevo),1003
920,Cooperativa Cafetalera Ecológica La Labor Ocotepeque Ltda. (COCAFELOL),13
921,Cooperativa Cafetalera Ecológica La Labor Ocotepeque Ltda. (COCAFELOL),908
922,Cooperativa Cafetalera Ecológica La Labor Ocotepeque Ltda. (COCAFELOL),1602
923,Cooperativa Cafetalera Fraternidad Ecologica Limitada. (CAFEL),752
924,Cooperativa Cafetalera Fraternidad Ecologica Limitada. (CAFEL),1684
925,Cooperativa Cafetalera Fraternidad Ecologica Limitada. (CAFEL),278
926,Cooperativa Cafetalera Junta De Los Caminos Limitada (COCAJUNCAL),572
927,Cooperativa Cafetalera Los Limos Limitada (COCALIL),1133
928,Cooperativa Cafetalera Mercedes Ocotepeque Limitada (COCAMOL),704
929,Cooperativa Cafetalera Mercedes Ocotepeque Limitada (COCAMOL),1599
930,Cooperativa Cafetalera Mercedes Ocotepeque Limitada (COCAMOL),1404
931,Cooperativa Cafetalera Nueve Posas Limitada COCANUPOL,767
932,Cooperativa Cafetalera Olancho Limitada,849
933,Cooperativa Cafetalera Olancho Limitada (COCAOL),1344
934,Cooperativa Cafetalera Olancho Limitada (COCAOL),461
935,Cooperativa Cafetalera Reservas Biológicas Santa Teresa Ocotepeque Limitada,162
936,Cooperativa Cafetalera Reservas Biológicas Santa Teresa Ocotepeque Limitada,1249
937,Cooperativa Cafetalera San Francisco Cones Limitada COCASANCOL,1741
938,Cooperativa Cafetalera San Francisco Cones Limitada COCASANCOL,595
939,Cooperativa Cafetalera San Marqueña Limitada. (COCASAM ),1701
940,Cooperativa Cafetalera San Marqueña Limitada. (COCASAM ),1760
941,Cooperativa Cafetalera San Marqueña Limitada. (COCASAM ),954
942,Cooperativa Cafetalera Santa Fe Limitada (COCASFEL),691
943,COOPERATIVA CAFETERA DE LA COSTA LTDA. CAFICOSTA,737
944,Cooperativa Central De Productores Agropecuarios De Amazonas - CEPROAA,565
945,Cooperativa Central De Productores Agropecuarios De Amazonas - CEPROAA,68
946,COOPERATIVA COPROEXNIC,1631
947,COOPERATIVA DE CAFÉ ESPECIALES SIERRA NEVADA,138
948,Cooperativa De Cafes Especiales Pule Lenca Limitada,1500
949,Cooperativa De Cafes Especiales Pule Lenca Limitada,38
950,Cooperativa De Caficultores Del Cauca CAFICAUCA,227
951,Cooperativa de Caficultores del Quindio,352
952,Cooperativa De Caficultores Y Agricultores,503
953,COOPERATIVA DE PRODUCCION AGRICOLA GRUPO DE AVANZADA DE TROILO R.L,1370
954,Cooperativa De Produccion Agropecuaria Carlos Diaz Cajina #1 R.L.,873
955,Cooperativa De Produccion Agropecuaria Carlos Diaz Cajina #1 R.L.,974
956,Cooperativa De Produccion Agropecuaria Carlos Diaz Cajina #1 R.L.,1690
957,"Cooperativa De Producción Agropecuaria De Campesinos"" Flor Del Pino"" Limitada",1570
